Data_Point,Test_Time_s_,Step_Time_s_,Step_Index,Cycle_Index,I,V,ChargeCapacityAh,Discharge_CapacityAh,Charge_EnergyWh,Discharge_EnergyWh,dV_dt_V_s_,Internal_Resistance_Ohm_,Is_FC_Data,AC_Impedance_Ohm_,ACI_Phase_Angle_Deg_,T,SOC,QAccu
8509,21077,7200,6,1,0,3.6813,2.1132,0.99984,8.0919,3.8215,-3.2377e-05,0,0,0,0,45,0.5,0
8510,21078,1.0156,7,1,-0.1112,3.6726,2.1132,0.99987,8.0919,3.8216,-0.0017827,0,0,0,0,45,0.49999,-3.0165e-05
8511,21079,2.0157,7,1,-0.1112,3.6722,2.1132,0.9999,8.0919,3.8217,-0.0018475,0,0,0,0,45,0.49997,-6.1072e-05
8512,21080,3.0312,7,1,-0.1112,3.6722,2.1132,0.99993,8.0919,3.8218,-0.0018475,0,0,0,0,45,0.49996,-9.2458e-05
8513,21081,4.0467,7,1,-0.1112,3.6721,2.1132,0.99996,8.0919,3.8219,-0.0018799,0,0,0,0,45,0.49994,-0.00012384
8514,21082,5.0625,7,1,-0.83372,3.6178,2.1132,1,8.0919,3.8221,-0.010955,0,0,0,0,45,0.49993,-0.00015682
8515,21083,6.0779,7,1,-0.8339,3.6162,2.1132,1.0002,8.0919,3.8229,-0.011247,0,0,0,0,45,0.49982,-0.00038844
8516,21084,7.078,7,1,-0.83372,3.6152,2.1132,1.0005,8.0919,3.8238,-0.011377,0,0,0,0,45,0.49971,-0.00062368
8517,21085,8.0781,7,1,-0.8339,3.6142,2.1132,1.0007,8.0919,3.8246,-0.011571,0,0,0,0,45,0.49961,-0.00085533
8518,21086,9.0937,7,1,-0.8339,3.6137,2.1132,1.0009,8.0919,3.8254,-0.011668,0,0,0,0,45,0.4995,-0.0010906
8519,21087,10.109,7,1,-0.66721,3.6256,2.1132,1.0012,8.0919,3.8263,0.0018151,0,0,0,0,45,0.49939,-0.0013233
8520,21088,11.109,7,1,-0.66739,3.6254,2.1132,1.0013,8.0919,3.827,0.0019771,0,0,0,0,45,0.49931,-0.0015087
8521,21089,12.125,7,1,-0.66721,3.6249,2.1132,1.0015,8.0919,3.8276,0.002042,0,0,0,0,45,0.49922,-0.0016969
8522,21090,13.14,7,1,-0.66739,3.6244,2.1132,1.0017,8.0919,3.8283,0.0021068,0,0,0,0,45,0.49913,-0.0018823
8523,21091,14.141,7,1,-0.66739,3.6243,2.1132,1.0019,8.0919,3.829,0.002204,0,0,0,0,45,0.49905,-0.0020705
8524,21092,15.156,7,1,-1.0001,3.5987,2.1132,1.0021,8.0919,3.8297,-0.0053156,0,0,0,0,45,0.49896,-0.0022696
8525,21093,16.156,7,1,-0.99987,3.5979,2.1132,1.0024,8.0919,3.8307,-0.0054452,0,0,0,0,45,0.49883,-0.0025474
8526,21094,17.156,7,1,-0.99987,3.5974,2.1132,1.0027,8.0919,3.8317,-0.0054776,0,0,0,0,45,0.4987,-0.0028251
8527,21095,18.172,7,1,-1.0001,3.5967,2.1132,1.0029,8.0919,3.8327,-0.0055425,0,0,0,0,45,0.49857,-0.0031072
8528,21096,19.187,7,1,-0.99987,3.5961,2.1132,1.0032,8.0919,3.8337,-0.0056073,0,0,0,0,45,0.49844,-0.0033893
8529,21097,20.203,7,1,-0.99987,3.5956,2.1132,1.0035,8.0919,3.8348,-0.00051861,0,0,0,0,45,0.49831,-0.0036713
8530,21098,21.203,7,1,-0.99987,3.5951,2.1132,1.0038,8.0919,3.8358,-0.00048618,0,0,0,0,45,0.49818,-0.0039491
8531,21099,22.219,7,1,-0.99987,3.5948,2.1132,1.0041,8.0919,3.8368,-0.00042138,0,0,0,0,45,0.49805,-0.0042312
8532,21100,23.219,7,1,-0.99969,3.5945,2.1132,1.0043,8.0919,3.8378,-0.00038891,0,0,0,0,45,0.49792,-0.0045089
8533,21101,24.219,7,1,-1.0001,3.5938,2.1132,1.0046,8.0919,3.8388,-0.00038896,0,0,0,0,45,0.4978,-0.0047867
8534,21102,25.234,7,1,-0.99987,3.5935,2.1132,1.0049,8.0919,3.8398,-0.00035653,0,0,0,0,45,0.49767,-0.0050687
8535,21103,26.234,7,1,-1.0001,3.5932,2.1132,1.0052,8.0919,3.8408,-0.00032411,0,0,0,0,45,0.49754,-0.0053465
8536,21104,27.25,7,1,-0.99969,3.5928,2.1132,1.0055,8.0919,3.8418,-0.00029173,0,0,0,0,45,0.49741,-0.0056242
8537,21105,28.265,7,1,-1.0001,3.5924,2.1132,1.0057,8.0919,3.8428,-0.00032411,0,0,0,0,45,0.49728,-0.0059107
8538,21106,29.281,7,1,-1.0001,3.592,2.1132,1.006,8.0919,3.8438,-0.00032411,0,0,0,0,45,0.49715,-0.0061927
8539,21107,30.281,7,1,-0.99987,3.5919,2.1132,1.0063,8.0919,3.8448,-0.0002593,0,0,0,0,45,0.49702,-0.0064705
8540,21108,31.297,7,1,-0.99987,3.5917,2.1132,1.0066,8.0919,3.8458,-0.0002593,0,0,0,0,45,0.49689,-0.0067525
8541,21109,32.312,7,1,-0.99987,3.5912,2.1132,1.0069,8.0919,3.8468,-0.00029173,0,0,0,0,45,0.49676,-0.0070346
8542,21110,33.312,7,1,-0.99969,3.5911,2.1132,1.0072,8.0919,3.8478,-0.00029173,0,0,0,0,45,0.49663,-0.0073124
8543,21112,34.328,7,1,-0.99987,3.5909,2.1132,1.0074,8.0919,3.8489,-0.00022688,0,0,0,0,45,0.4965,-0.0075945
8544,21113,35.343,7,1,-0.8339,3.6032,2.1132,1.0077,8.0919,3.8498,0.0022688,0,0,0,0,45,0.49638,-0.0078625
8545,21114,36.359,7,1,-0.83408,3.6029,2.1132,1.0079,8.0919,3.8507,0.0023013,0,0,0,0,45,0.49627,-0.0080977
8546,21115,37.359,7,1,-0.8339,3.6032,2.1132,1.0082,8.0919,3.8515,0.0023985,0,0,0,0,45,0.49617,-0.0083294
8547,21116,38.375,7,1,-0.8339,3.6029,2.1132,1.0084,8.0919,3.8523,0.0024309,0,0,0,0,45,0.49606,-0.0085646
8548,21117,39.375,7,1,-0.8339,3.6029,2.1132,1.0086,8.0919,3.8532,0.0024633,0,0,0,0,45,0.49595,-0.0087963
8549,21118,40.39,7,1,-0.8339,3.6027,2.1132,1.0089,8.0919,3.854,-9.7227e-05,0,0,0,0,45,0.49584,-0.0090316
8550,21119,41.39,7,1,-0.8339,3.6026,2.1132,1.0091,8.0919,3.8549,-9.7227e-05,0,0,0,0,45,0.49574,-0.0092632
8551,21120,42.406,7,1,-0.83408,3.6024,2.1132,1.0093,8.0919,3.8557,-9.7227e-05,0,0,0,0,45,0.49563,-0.0094985
8552,21121,43.422,7,1,-0.8339,3.6022,2.1132,1.0096,8.0919,3.8566,-0.00016203,0,0,0,0,45,0.49552,-0.0097337
8553,21122,44.437,7,1,-0.83408,3.6021,2.1132,1.0098,8.0919,3.8574,-0.00012965,0,0,0,0,45,0.49541,-0.009969
8554,21123,45.453,7,1,-0.8339,3.6021,2.1132,1.01,8.0919,3.8583,-9.7227e-05,0,0,0,0,45,0.4953,-0.010204
8555,21124,46.468,7,1,-0.83354,3.6022,2.1132,1.0103,8.0919,3.8591,-6.4802e-05,0,0,0,0,45,0.49519,-0.010439
8556,21125,47.468,7,1,-0.83408,3.6019,2.1132,1.0105,8.0919,3.8599,-6.485e-05,0,0,0,0,45,0.49509,-0.010671
8557,21126,48.468,7,1,-0.8339,3.6018,2.1132,1.0107,8.0919,3.8608,-9.7227e-05,0,0,0,0,45,0.49498,-0.010903
8558,21127,49.484,7,1,-0.83426,3.6013,2.1132,1.011,8.0919,3.8616,-0.00016208,0,0,0,0,45,0.49487,-0.011138
8559,21128,50.484,7,1,-0.1112,3.6565,2.1132,1.0111,8.0919,3.8621,0.010923,0,0,0,0,45,0.49481,-0.011282
