Data_Point,Test_Time_s_,Step_Time_s_,Step_Index,Cycle_Index,I,V,ChargeCapacityAh,Discharge_CapacityAh,Charge_EnergyWh,Discharge_EnergyWh,dV_dt_V_s_,Internal_Resistance_Ohm_,Is_FC_Data,AC_Impedance_Ohm_,ACI_Phase_Angle_Deg_,T,SOC,QAccu
759,7627.8,4200,6,1,0,3.9676,0.048678,0.36145,0.20444,1.4155,-3.2377e-05,0,0,0,0,0,0.8,0
760,7628.9,1.0001,7,1,-0.00043408,3.9674,0.048678,0.36145,0.20444,1.4155,-0.00029159,0,0,0,0,0,0.8,-7.4497e-08
761,7629.9,2.0156,7,1,-0.00025413,3.9676,0.048678,0.36145,0.20444,1.4155,-0.00025921,0,0,0,0,0,0.8,-1.4853e-07
762,7630.9,3.0312,7,1,-0.00025413,3.9678,0.048678,0.36145,0.20444,1.4155,-0.00022683,0,0,0,0,0,0.8,-2.1045e-07
763,7631.9,4.0468,7,1,-0.00025413,3.9676,0.048678,0.36145,0.20444,1.4155,-0.00025921,0,0,0,0,0,0.8,-2.6887e-07
764,7632.9,5.0468,7,1,-0.00025413,3.9676,0.048678,0.36145,0.20444,1.4155,0,0,0,0,0,0,0.8,-3.3361e-07
765,7633.9,6.047,7,1,-0.00025413,3.9678,0.048678,0.36145,0.20444,1.4155,0,0,0,0,0,0,0.8,-3.843e-07
766,7634.9,7.0624,7,1,-0.00043408,3.9676,0.048678,0.36145,0.20444,1.4155,-3.2377e-05,0,0,0,0,0,0.8,-4.4466e-07
767,7635.9,8.078,7,1,-0.00025413,3.9676,0.048678,0.36145,0.20444,1.4155,0,0,0,0,0,0,0.8,-5.0896e-07
768,7636.9,9.078,7,1,-0.00025413,3.9676,0.048678,0.36145,0.20444,1.4155,0,0,0,0,0,0,0.8,-5.8113e-07
769,7638,10.094,7,1,-7.4186e-05,3.9678,0.048678,0.36145,0.20444,1.4155,0,0,0,0,0,0,0.8,-6.3993e-07
770,7639,11.094,7,1,-7.4186e-05,3.9678,0.048678,0.36145,0.20444,1.4155,0,0,0,0,0,0,0.8,-7.117e-07
771,7640,12.109,7,1,0.00010576,3.9678,0.048678,0.36145,0.20444,1.4155,0,0,0,0,0,0,0.8,-7.7012e-07
772,7641,13.125,7,1,-7.4186e-05,3.9678,0.048678,0.36145,0.20444,1.4155,0,0,0,0,0,0,0.8,-8.2813e-07
773,7642,14.14,7,1,-0.00025413,3.9676,0.048678,0.36145,0.20444,1.4155,0,0,0,0,0,0,0.8,-8.932e-07
774,7643,15.156,7,1,-7.4186e-05,3.9678,0.048678,0.36145,0.20444,1.4155,3.2377e-05,0,0,0,0,0,0.8,-9.5513e-07
775,7644,16.156,7,1,-0.00043408,3.9676,0.048678,0.36145,0.20444,1.4155,0,0,0,0,0,0,0.8,-1.0245e-06
776,7645,17.172,7,1,-0.50033,3.9166,0.048678,0.36147,0.20444,1.4155,-0.010238,0,0,0,0,0,0.79999,-1.521e-05
777,7646.1,18.187,7,1,-0.50051,3.9125,0.048678,0.36161,0.20444,1.4161,-0.011048,0,0,0,0,0,0.79991,-0.00015637
778,7647.1,19.203,7,1,-0.50015,3.9112,0.048678,0.36175,0.20444,1.4166,-0.011275,0,0,0,0,0,0.79983,-0.00029756
779,7648.1,20.203,7,1,-0.50051,3.9103,0.048678,0.36189,0.20444,1.4172,-0.011469,0,0,0,0,0,0.79975,-0.00043658
780,7649.1,21.218,7,1,-0.50051,3.9093,0.048678,0.36203,0.20444,1.4177,-0.0019115,0,0,0,0,0,0.79968,-0.00057557
781,7650.1,22.234,7,1,-0.50033,3.9086,0.048678,0.36217,0.20444,1.4183,-0.00077758,0,0,0,0,0,0.7996,-0.00071891
782,7651.1,23.25,7,1,-0.50051,3.9075,0.048678,0.36231,0.20444,1.4188,-0.00077758,0,0,0,0,0,0.79952,-0.00086009
783,7652.1,24.265,7,1,-0.50051,3.9072,0.048678,0.36245,0.20444,1.4194,-0.00058317,0,0,0,0,0,0.79944,-0.0010013
784,7653.1,25.265,7,1,-0.50033,3.9064,0.048678,0.36259,0.20444,1.4199,-0.00061555,0,0,0,0,0,0.79936,-0.0011403
785,7654.2,26.281,7,1,-0.50033,3.9057,0.048678,0.36273,0.20444,1.4205,-0.00055079,0,0,0,0,0,0.79928,-0.0012814
786,7655.2,27.297,7,1,-0.50051,3.9051,0.048678,0.36288,0.20444,1.421,-0.00055079,0,0,0,0,0,0.7992,-0.0014227
787,7656.2,28.312,7,1,-0.50033,3.9048,0.048678,0.36302,0.20444,1.4216,-0.00048594,0,0,0,0,0,0.79912,-0.0015638
788,7657.2,29.312,7,1,-0.50051,3.9041,0.048678,0.36316,0.20444,1.4221,-0.00045357,0,0,0,0,0,0.79904,-0.0017028
789,7658.2,30.328,7,1,-0.50051,3.9035,0.048678,0.3633,0.20444,1.4227,-0.00045357,0,0,0,0,0,0.79896,-0.001844
790,7659.2,31.328,7,1,-0.50033,3.903,0.048678,0.36344,0.20444,1.4232,-0.00042114,0,0,0,0,0,0.79888,-0.001983
791,7660.2,32.343,7,1,-0.50033,3.9026,0.048678,0.36358,0.20444,1.4238,-0.00038877,0,0,0,0,0,0.7988,-0.0021242
792,7661.2,33.359,7,1,-0.50033,3.9023,0.048678,0.36372,0.20444,1.4243,-0.00032396,0,0,0,0,0,0.79873,-0.0022654
793,7662.2,34.375,7,1,-0.49853,3.9018,0.048678,0.36386,0.20444,1.4249,-0.00032396,0,0,0,0,0,0.79865,-0.0024065
794,7663.3,35.39,7,1,-0.50069,3.901,0.048678,0.364,0.20444,1.4254,-0.00038881,0,0,0,0,0,0.79857,-0.0025477
795,7664.3,36.39,7,1,-0.50051,3.9007,0.048678,0.36414,0.20444,1.426,-0.00038881,0,0,0,0,0,0.79849,-0.0026867
796,7665.3,37.39,7,1,-0.50051,3.9002,0.048678,0.36428,0.20444,1.4265,-0.00038877,0,0,0,0,0,0.79841,-0.0028257
797,7666.3,38.406,7,1,-0.50051,3.8997,0.048678,0.36442,0.20444,1.4271,-0.00035639,0,0,0,0,0,0.79833,-0.0029669
798,7667.3,39.421,7,1,-0.50051,3.8994,0.048678,0.36456,0.20444,1.4276,-0.00035639,0,0,0,0,0,0.79825,-0.0031081
