Data_Point,Test_Time_s_,Step_Time_s_,Step_Index,Cycle_Index,I,V,ChargeCapacityAh,Discharge_CapacityAh,Charge_EnergyWh,Discharge_EnergyWh,dV_dt_V_s_,Internal_Resistance_Ohm_,Is_FC_Data,AC_Impedance_Ohm_,ACI_Phase_Angle_Deg_,T,SOC,QAccu
8542,21564,7200,6,1,0,3.6963,1.8609,0.90348,7.2645,3.4043,3.2425e-05,0,0,0,0,0,0.5,0
8543,21565,1.0157,7,1,-0.11146,3.6833,1.8609,0.90351,7.2645,3.4044,-0.0025919,0,0,0,0,0,0.49998,-2.9648e-05
8544,21566,2.0313,7,1,-0.11128,3.6831,1.8609,0.90354,7.2645,3.4046,-0.0026243,0,0,0,0,0,0.49997,-6.1005e-05
8545,21567,3.0469,7,1,-0.11128,3.6828,1.8609,0.90357,7.2645,3.4047,-0.0026891,0,0,0,0,0,0.49995,-9.2348e-05
8546,21568,4.0624,7,1,-0.1111,3.6827,1.8609,0.90361,7.2645,3.4048,-0.00074515,0,0,0,0,0,0.49993,-0.00012369
8547,21569,5.0781,7,1,-0.83413,3.6124,1.8609,0.90364,7.2645,3.4049,-0.014255,0,0,0,0,0,0.49991,-0.00016289
8548,21570,6.0937,7,1,-0.83431,3.5994,1.8609,0.90388,7.2645,3.4058,-0.01675,0,0,0,0,0,0.49978,-0.00039824
8549,21571,7.0937,7,1,-0.83431,3.5973,1.8609,0.90411,7.2645,3.4066,-0.017139,0,0,0,0,0,0.49965,-0.00062999
8550,21572,8.1093,7,1,-0.83431,3.5957,1.8609,0.90435,7.2645,3.4075,-0.017398,0,0,0,0,0,0.49952,-0.00086534
8551,21573,9.1249,7,1,-0.83431,3.5942,1.8609,0.90458,7.2645,3.4083,-0.0025919,0,0,0,0,0,0.49939,-0.0011007
8552,21574,10.125,7,1,-0.66696,3.6098,1.8609,0.90481,7.2645,3.4091,0.0021059,0,0,0,0,0,0.49927,-0.0013285
8553,21575,11.14,7,1,-0.66678,3.6111,1.8609,0.905,7.2645,3.4098,0.0028186,0,0,0,0,0,0.49916,-0.0015166
8554,21576,12.141,7,1,-0.66696,3.6104,1.8609,0.90518,7.2645,3.4105,0.0029482,0,0,0,0,0,0.49906,-0.0017019
8555,21577,13.156,7,1,-0.66678,3.6096,1.8609,0.90537,7.2645,3.4112,0.0031102,0,0,0,0,0,0.49896,-0.00189
