Data_Point,Test_Time_s_,Step_Time_s_,Step_Index,Cycle_Index,I,V,ChargeCapacityAh,Discharge_CapacityAh,Charge_EnergyWh,Discharge_EnergyWh,dV_dt_V_s_,Internal_Resistance_Ohm_,Is_FC_Data,AC_Impedance_Ohm_,ACI_Phase_Angle_Deg_,T,SOC,QAccu
1916,19203,7200,6,1,0,3.9534,0.42319,0.40005,1.7526,1.5883,0,0,0,0,0,25,0.8,0
1917,19204,1.0156,7,1,-1.9243e-05,3.9534,0.42319,0.40005,1.7526,1.5883,0,0,0,0,0,25,0.8,-1.5617e-08
1918,19205,2.0312,7,1,-1.9243e-05,3.9536,0.42319,0.40005,1.7526,1.5883,3.2377e-05,0,0,0,0,25,0.8,-2.1046e-08
1919,19206,3.0467,7,1,-0.00019985,3.9536,0.42319,0.40005,1.7526,1.5883,3.2377e-05,0,0,0,0,25,0.8,-2.9609e-08
1920,19208,4.0624,7,1,-1.9243e-05,3.9534,0.42319,0.40005,1.7526,1.5883,0,0,0,0,0,25,0.8,-3.7e-08
1921,19209,5.0777,7,1,-1.9243e-05,3.9534,0.42319,0.40005,1.7526,1.5883,0,0,0,0,0,25,0.8,-4.6739e-08
1922,19210,6.0935,7,1,-1.9243e-05,3.9534,0.42319,0.40005,1.7526,1.5883,-3.2377e-05,0,0,0,0,25,0.8,-5.6784e-08
1923,19211,7.0936,7,1,-1.9243e-05,3.9534,0.42319,0.40005,1.7526,1.5883,-3.2377e-05,0,0,0,0,25,0.8,-6.4574e-08
1924,19212,8.1092,7,1,-1.9243e-05,3.9534,0.42319,0.40005,1.7526,1.5883,-3.2377e-05,0,0,0,0,25,0.8,-7.5486e-08
1925,19213,9.1093,7,1,-1.9243e-05,3.9534,0.42319,0.40005,1.7526,1.5883,0,0,0,0,0,25,0.8,-8.2398e-08
1926,19214,10.125,7,1,-1.9243e-05,3.9536,0.42319,0.40005,1.7526,1.5883,0,0,0,0,0,25,0.8,-9.1735e-08
1927,19215,11.14,7,1,-1.9243e-05,3.9536,0.42319,0.40005,1.7526,1.5883,0,0,0,0,0,25,0.8,-9.9135e-08
1928,19216,12.156,7,1,-1.9243e-05,3.9534,0.42319,0.40005,1.7526,1.5883,3.2377e-05,0,0,0,0,25,0.8,-1.0456e-07
1929,19217,13.156,7,1,-1.9243e-05,3.9534,0.42319,0.40005,1.7526,1.5883,0,0,0,0,0,25,0.8,-1.1266e-07
1930,19218,14.171,7,1,-1.9243e-05,3.9534,0.42319,0.40005,1.7526,1.5883,0,0,0,0,0,25,0.8,-1.2196e-07
1931,19219,15.172,7,1,-1.9243e-05,3.9536,0.42319,0.40005,1.7526,1.5883,0,0,0,0,0,25,0.8,-1.3285e-07
