Data_Point,Test_Time_s_,Step_Time_s_,Step_Index,Cycle_Index,I,V,ChargeCapacityAh,Discharge_CapacityAh,Charge_EnergyWh,Discharge_EnergyWh,dV_dt_V_s_,Internal_Resistance_Ohm_,Is_FC_Data,AC_Impedance_Ohm_,ACI_Phase_Angle_Deg_,T,SOC,QAccu
2296,23027,4200,6,1,0,3.9578,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,0
2297,23028,1.0157,7,1,-0.00025434,3.9573,2.0895,0.39997,8.0244,1.5904,-3.2425e-05,0,0,0,0,45,0.8,-8.6986e-08
2298,23029,2.0313,7,1,-0.00025434,3.9575,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-1.6731e-07
2299,23030,3.0469,7,1,-0.00025434,3.9575,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-2.4063e-07
2300,23031,4.0625,7,1,-7.4521e-05,3.9575,2.0895,0.39997,8.0244,1.5904,3.2425e-05,0,0,0,0,45,0.8,-3.237e-07
2301,23032,5.0781,7,1,-0.00025434,3.9573,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-4.1456e-07
2302,23033,6.0781,7,1,-0.00025434,3.9573,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-4.8598e-07
2303,23034,7.0937,7,1,-0.00025434,3.9573,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-5.6551e-07
2304,23035,8.0937,7,1,-0.00043416,3.9573,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-6.4124e-07
2305,23036,9.0937,7,1,-0.00025434,3.9573,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-7.2947e-07
2306,23037,10.109,7,1,-0.00025434,3.9575,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-8.0823e-07
2307,23038,11.109,7,1,-0.00043416,3.9573,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-8.8239e-07
2308,23039,12.125,7,1,-0.00025434,3.9573,2.0895,0.39997,8.0244,1.5904,-3.2425e-05,0,0,0,0,45,0.8,-9.6547e-07
2309,23040,13.125,7,1,-0.00025434,3.9573,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-1.044e-06
2310,23041,14.125,7,1,-0.00025434,3.9573,2.0895,0.39997,8.0244,1.5904,-3.2425e-05,0,0,0,0,45,0.8,-1.1264e-06
2311,23042,15.141,7,1,-0.00025434,3.9575,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-1.2013e-06
2312,23043,16.141,7,1,-0.00025434,3.9573,2.0895,0.39997,8.0244,1.5904,0,0,0,0,0,45,0.8,-1.2828e-06
2313,23044,17.156,7,1,-0.49997,3.9184,2.0895,0.39999,8.0244,1.5905,-0.0078113,0,0,0,0,45,0.79999,-1.7626e-05
2314,23045,18.172,7,1,-0.49997,3.9173,2.0895,0.40013,8.0244,1.591,-0.0080058,0,0,0,0,45,0.79992,-0.00015869
2315,23046,19.187,7,1,-0.50015,3.9166,2.0895,0.40027,8.0244,1.5916,-0.0081354,0,0,0,0,45,0.79986,-0.00029978
2316,23047,20.203,7,1,-0.49997,3.916,2.0895,0.40041,8.0244,1.5921,-0.0082651,0,0,0,0,45,0.79979,-0.00044085
2317,23048,21.203,7,1,-0.50015,3.9155,2.0895,0.40055,8.0244,1.5927,-0.00055099,0,0,0,0,45,0.79972,-0.00057977
2318,23049,22.219,7,1,-0.50015,3.9153,2.0895,0.40069,8.0244,1.5932,-0.00038896,0,0,0,0,45,0.79966,-0.00072083
2319,23050,23.234,7,1,-0.49997,3.9149,2.0895,0.40083,8.0244,1.5938,-0.00035653,0,0,0,0,45,0.79959,-0.0008619
2320,23051,24.234,7,1,-0.49997,3.9145,2.0895,0.40097,8.0244,1.5943,-0.00029173,0,0,0,0,45,0.79952,-0.0010008
2321,23052,25.234,7,1,-0.49997,3.914,2.0895,0.40111,8.0244,1.5949,-0.00029173,0,0,0,0,45,0.79946,-0.0011397
2322,23053,26.25,7,1,-0.49979,3.9139,2.0895,0.40125,8.0244,1.5954,-0.00025926,0,0,0,0,45,0.79939,-0.0012808
2323,23054,27.265,7,1,-0.49997,3.9136,2.0895,0.40139,8.0244,1.596,-0.00019445,0,0,0,0,45,0.79932,-0.0014218
2324,23055,28.281,7,1,-0.50015,3.9132,2.0895,0.40153,8.0244,1.5965,-0.00022688,0,0,0,0,45,0.79926,-0.0015629
2325,23056,29.297,7,1,-0.49997,3.9129,2.0895,0.40167,8.0244,1.5971,-0.0002593,0,0,0,0,45,0.79919,-0.001704
