Data_Point,Test_Time_s_,Step_Time_s_,Step_Index,Cycle_Index,I,V,ChargeCapacityAh,Discharge_CapacityAh,Charge_EnergyWh,Discharge_EnergyWh,dV_dt_V_s_,Internal_Resistance_Ohm_,Is_FC_Data,AC_Impedance_Ohm_,ACI_Phase_Angle_Deg_,T,SOC,QAccu
1439,14430,1,6,1,0,3.6494,2.0477,1.0002,7.8747,3.8096,0.014667,0,0,0,0,25,0.5,0
1440,14431,1.0157,7,1,-0.11073,3.6424,2.0477,1.0002,7.8747,3.8097,-0.0014246,0,0,0,0,25,0.49999,-3.0586e-05
1441,14432,2.031,7,1,-0.11091,3.6431,2.0477,1.0003,7.8747,3.8098,-0.0012951,0,0,0,0,25,0.49997,-6.1893e-05
1442,14433,3.0314,7,1,-0.11109,3.6436,2.0477,1.0003,7.8747,3.8099,-0.001198,0,0,0,0,25,0.49996,-9.2241e-05
1443,14434,4.047,7,1,-0.11109,3.6442,2.0477,1.0003,7.8747,3.81,-0.0010684,0,0,0,0,25,0.49994,-0.00012403
1444,14435,5.0625,7,1,-0.83389,3.5937,2.0477,1.0004,7.8747,3.8101,-0.0095837,0,0,0,0,25,0.49992,-0.00015845
1445,14436,6.078,7,1,-0.83407,3.5923,2.0477,1.0006,7.8747,3.811,-0.010038,0,0,0,0,25,0.49981,-0.00039376
1446,14437,7.0937,7,1,-0.83425,3.5918,2.0477,1.0008,7.8747,3.8118,-0.010263,0,0,0,0,25,0.4997,-0.0006291
1447,14438,8.0937,7,1,-0.83407,3.5916,2.0477,1.0011,7.8747,3.8127,-0.010361,0,0,0,0,25,0.49959,-0.00086081
1448,14439,9.0938,7,1,-0.83407,3.5914,2.0477,1.0013,7.8747,3.8135,-0.010522,0,0,0,0,25,0.49948,-0.0010925
1449,14440,10.109,7,1,-0.66665,3.6031,2.0477,1.0015,7.8747,3.8143,0.0019367,0,0,0,0,25,0.49936,-0.0013253
1450,14441,11.109,7,1,-0.66683,3.6033,2.0477,1.0017,7.8747,3.815,0.0021626,0,0,0,0,25,0.49928,-0.0015105
1451,14442,12.125,7,1,-0.66683,3.6033,2.0477,1.0019,7.8747,3.8157,0.0022845,0,0,0,0,25,0.49918,-0.0016986
1452,14443,13.125,7,1,-0.66683,3.6033,2.0477,1.0021,7.8747,3.8163,0.0023166,0,0,0,0,25,0.4991,-0.0018838
1453,14444,14.141,7,1,-0.66683,3.6033,2.0477,1.0023,7.8747,3.817,0.0023887,0,0,0,0,25,0.49901,-0.0020719
1454,14445,15.156,7,1,-1.0002,3.5795,2.0477,1.0025,7.8747,3.8177,-0.0047124,0,0,0,0,25,0.49891,-0.0022744
1455,14446,16.172,7,1,-1.0001,3.5788,2.0477,1.0028,7.8747,3.8187,-0.0048737,0,0,0,0,25,0.49877,-0.0025566
1456,14447,17.187,7,1,-1.0002,3.5785,2.0477,1.003,7.8747,3.8197,-0.0049708,0,0,0,0,25,0.49864,-0.0028344
1457,14448,18.187,7,1,-1.0002,3.578,2.0477,1.0033,7.8747,3.8208,-0.0050508,0,0,0,0,25,0.4985,-0.0031166
1458,14449,19.203,7,1,-1.0002,3.5779,2.0477,1.0036,7.8747,3.8218,-0.0050998,0,0,0,0,25,0.49837,-0.0033988
1459,14450,20.219,7,1,-1.0002,3.5775,2.0477,1.0039,7.8747,3.8228,-0.00038732,0,0,0,0,25,0.49823,-0.003681
1460,14451,21.234,7,1,-1.0004,3.5774,2.0477,1.0042,7.8747,3.8238,-0.0002905,0,0,0,0,25,0.4981,-0.0039588
1461,14452,22.234,7,1,-1.0006,3.577,2.0477,1.0045,7.8747,3.8248,-0.00029139,0,0,0,0,25,0.49796,-0.0042411
1462,14453,23.25,7,1,-1.0001,3.577,2.0477,1.0047,7.8747,3.8258,-0.00022594,0,0,0,0,25,0.49783,-0.0045232
1463,14454,24.265,7,1,-1.0001,3.5767,2.0477,1.005,7.8747,3.8268,-0.00025743,0,0,0,0,25,0.49769,-0.0048054
1464,14455,25.265,7,1,-1.0002,3.5764,2.0477,1.0053,7.8747,3.8278,-0.00025742,0,0,0,0,25,0.49756,-0.0050832
1465,14456,26.281,7,1,-1.0002,3.5764,2.0477,1.0056,7.8747,3.8288,-0.00016189,0,0,0,0,25,0.49743,-0.0053654
1466,14457,27.297,7,1,-1.0002,3.5762,2.0477,1.0059,7.8747,3.8298,-0.00019306,0,0,0,0,25,0.49729,-0.0056475
1467,14458,28.312,7,1,-1.0002,3.5761,2.0477,1.0061,7.8747,3.8308,-0.00019366,0,0,0,0,25,0.49715,-0.0059297
1468,14459,29.328,7,1,-1.0001,3.5761,2.0477,1.0064,7.8747,3.8318,-0.00016138,0,0,0,0,25,0.49702,-0.0062076
1469,14460,30.343,7,1,-1.0002,3.5757,2.0477,1.0067,7.8747,3.8328,-0.00016139,0,0,0,0,25,0.49688,-0.0064941
1470,14461,31.359,7,1,-1.0002,3.5756,2.0477,1.007,7.8747,3.8338,-0.00016138,0,0,0,0,25,0.49675,-0.0067762
1471,14462,32.374,7,1,-1.0004,3.5754,2.0477,1.0073,7.8747,3.8349,-0.00016089,0,0,0,0,25,0.49661,-0.0070584
1472,14463,33.375,7,1,-1.0001,3.5756,2.0477,1.0075,7.8747,3.8358,-9.6832e-05,0,0,0,0,25,0.49648,-0.0073319
1473,14464,34.375,7,1,-1.0004,3.5753,2.0477,1.0078,7.8747,3.8368,-0.00012951,0,0,0,0,25,0.49635,-0.0076142
1474,14465,35.39,7,1,-0.83389,3.5872,2.0477,1.0081,7.8747,3.8378,0.0022917,0,0,0,0,25,0.49622,-0.0078793
1475,14466,36.406,7,1,-0.83425,3.5872,2.0477,1.0083,7.8747,3.8386,0.0022917,0,0,0,0,25,0.49611,-0.0081146
1476,14467,37.421,7,1,-0.83407,3.5872,2.0477,1.0086,7.8747,3.8395,0.0023312,0,0,0,0,25,0.49599,-0.0083463
1477,14468,38.421,7,1,-0.83425,3.5876,2.0477,1.0088,7.8747,3.8403,0.0023885,0,0,0,0,25,0.49588,-0.0085817
1478,14469,39.421,7,1,-0.83407,3.5874,2.0477,1.009,7.8747,3.8411,0.0024283,0,0,0,0,25,0.49577,-0.0088134
1479,14470,40.437,7,1,-0.83425,3.5872,2.0477,1.0093,7.8747,3.842,3.2277e-05,0,0,0,0,25,0.49566,-0.0090487
1480,14471,41.453,7,1,-0.83407,3.5874,2.0477,1.0095,7.8747,3.8428,3.2176e-05,0,0,0,0,25,0.49555,-0.0092805
1481,14472,42.468,7,1,-0.83407,3.5874,2.0477,1.0097,7.8747,3.8437,0,0,0,0,0,25,0.49543,-0.0095194
1482,14473,43.484,7,1,-0.83407,3.5874,2.0477,1.01,7.8747,3.8445,0,0,0,0,0,25,0.49532,-0.0097547
1483,14474,44.499,7,1,-0.83407,3.5874,2.0477,1.0102,7.8747,3.8454,0,0,0,0,0,25,0.49521,-0.00999
1484,14475,45.499,7,1,-0.83425,3.5872,2.0477,1.0104,7.8747,3.8462,-3.2278e-05,0,0,0,0,25,0.4951,-0.010222
1485,14476,46.5,7,1,-0.83407,3.5872,2.0477,1.0107,7.8747,3.847,-3.2277e-05,0,0,0,0,25,0.49499,-0.01045
1486,14477,47.515,7,1,-0.83407,3.5872,2.0477,1.0109,7.8747,3.8479,-3.2277e-05,0,0,0,0,25,0.49487,-0.010689
1487,14478,48.531,7,1,-0.83407,3.5874,2.0477,1.0111,7.8747,3.8487,0,0,0,0,0,25,0.49476,-0.01092
1488,14479,49.531,7,1,-0.83425,3.5872,2.0477,1.0114,7.8747,3.8495,3.2376e-05,0,0,0,0,25,0.49465,-0.011156
