Data_Point,Test_Time_s_,Step_Time_s_,Step_Index,Cycle_Index,I,V,ChargeCapacityAh,Discharge_CapacityAh,Charge_EnergyWh,Discharge_EnergyWh,dV_dt_V_s_,Internal_Resistance_Ohm_,Is_FC_Data,AC_Impedance_Ohm_,ACI_Phase_Angle_Deg_,T,SOC,QAccu
2800,28054,7179.1,6,1,0,3.6847,1.9842,1.0002,7.6479,3.8069,3.2377e-05,0,0,0,0,25,0.5,0
2801,28064,7189.1,6,1,0,3.6849,1.9842,1.0002,7.6479,3.8069,3.2377e-05,0,0,0,0,25,0.5,0
2802,28074,7199.1,6,1,0,3.6847,1.9842,1.0002,7.6479,3.8069,3.2377e-05,0,0,0,0,25,0.5,0
2803,28075,7200,6,1,0,3.6845,1.9842,1.0002,7.6479,3.8069,-6.4749e-05,0,0,0,0,25,0.5,0
2804,28076,1.0156,7,1,-1.9243e-05,3.6847,1.9842,1.0002,7.6479,3.8069,3.2377e-05,0,0,0,0,25,0.5,-1.1313e-08
2805,28077,2.0157,7,1,-1.9243e-05,3.6849,1.9842,1.0002,7.6479,3.8069,6.4754e-05,0,0,0,0,25,0.5,-1.8229e-08
2806,28078,3.0312,7,1,-1.9243e-05,3.6845,1.9842,1.0002,7.6479,3.8069,0,0,0,0,0,25,0.5,-2.5223e-08
2807,28079,4.0468,7,1,-1.9243e-05,3.6847,1.9842,1.0002,7.6479,3.8069,3.2377e-05,0,0,0,0,25,0.5,-3.5361e-08
2808,28080,5.0623,7,1,-1.9243e-05,3.6845,1.9842,1.0002,7.6479,3.8069,0,0,0,0,0,25,0.5,-4.0705e-08
2809,28081,6.0624,7,1,-1.9243e-05,3.6847,1.9842,1.0002,7.6479,3.8069,3.2377e-05,0,0,0,0,25,0.5,-4.8876e-08
2810,28082,7.0774,7,1,-1.9243e-05,3.6847,1.9842,1.0002,7.6479,3.8069,0,0,0,0,0,25,0.5,-5.7356e-08
2811,28083,8.0776,7,1,-1.9243e-05,3.6845,1.9842,1.0002,7.6479,3.8069,0,0,0,0,0,25,0.5,-6.5836e-08
2812,28084,9.078,7,1,-1.9243e-05,3.6847,1.9842,1.0002,7.6479,3.8069,3.2377e-05,0,0,0,0,25,0.5,-7.275e-08
2813,28085,10.078,7,1,-1.9243e-05,3.6845,1.9842,1.0002,7.6479,3.8069,-6.4754e-05,0,0,0,0,25,0.5,-7.8178e-08
2814,28086,11.094,7,1,-1.9243e-05,3.6847,1.9842,1.0002,7.6479,3.8069,0,0,0,0,0,25,0.5,-8.5177e-08
2815,28087,12.094,7,1,-1.9243e-05,3.6847,1.9842,1.0002,7.6479,3.8069,0,0,0,0,0,25,0.5,-9.4833e-08
2816,28088,13.109,7,1,-1.9243e-05,3.6847,1.9842,1.0002,7.6479,3.8069,3.2377e-05,0,0,0,0,25,0.5,-1.03e-07
2817,28089,14.125,7,1,-1.9243e-05,3.6847,1.9842,1.0002,7.6479,3.8069,0,0,0,0,0,25,0.5,-1.096e-07
2818,28090,15.125,7,1,-1.9243e-05,3.6845,1.9842,1.0002,7.6479,3.8069,-3.2377e-05,0,0,0,0,25,0.5,-1.1886e-07
2819,28091,16.125,7,1,-1.9243e-05,3.6849,1.9842,1.0002,7.6479,3.8069,3.2377e-05,0,0,0,0,25,0.5,-1.3479e-07
2820,28092,17.125,7,1,-0.49995,3.6497,1.9842,1.0002,7.6479,3.8069,-0.0069934,0,0,0,0,25,0.49999,-1.2085e-05
2821,28093,18.14,7,1,-0.50013,3.6484,1.9842,1.0003,7.6479,3.8074,-0.0072201,0,0,0,0,25,0.49992,-0.00015304
2822,28094,19.14,7,1,-0.49995,3.6475,1.9842,1.0005,7.6479,3.8079,-0.0074467,0,0,0,0,25,0.49985,-0.00029196
2823,28095,20.156,7,1,-0.49995,3.647,1.9842,1.0006,7.6479,3.8084,-0.0075762,0,0,0,0,25,0.49978,-0.00043299
2824,28096,21.156,7,1,-0.49995,3.6463,1.9842,1.0007,7.6479,3.809,-0.0076734,0,0,0,0,25,0.49971,-0.00057186
2825,28097,22.171,7,1,-0.49995,3.6458,1.9842,1.0009,7.6479,3.8095,-0.00061517,0,0,0,0,25,0.49964,-0.00071284
2826,28098,23.172,7,1,-0.49977,3.6454,1.9842,1.001,7.6479,3.81,-0.00058279,0,0,0,0,25,0.49958,-0.00085177
2827,28099,24.187,7,1,-0.49995,3.6449,1.9842,1.0012,7.6479,3.8105,-0.00048566,0,0,0,0,25,0.4995,-0.00099273
2828,28100,25.187,7,1,-0.49977,3.6444,1.9842,1.0013,7.6479,3.811,-0.00045328,0,0,0,0,25,0.49944,-0.0011316
2829,28101,26.187,7,1,-0.49995,3.6441,1.9842,1.0014,7.6479,3.8115,-0.0004209,0,0,0,0,25,0.49937,-0.0012705
2830,28102,27.203,7,1,-0.50013,3.6436,1.9842,1.0016,7.6479,3.812,-0.0004209,0,0,0,0,25,0.4993,-0.0014116
