Data_Point,Test_Time_s_,Step_Time_s_,Step_Index,Cycle_Index,I,V,ChargeCapacityAh,Discharge_CapacityAh,Charge_EnergyWh,Discharge_EnergyWh,dV_dt_V_s_,Internal_Resistance_Ohm_,Is_FC_Data,AC_Impedance_Ohm_,ACI_Phase_Angle_Deg_,T,SOC,QAccu
8335,19400,7200,6,1,0,3.9663,1.8099,0.36145,7.0771,1.4189,0,0,0,0,0,0,0.8,1.1102e-16
8336,19401,1.0156,7,1,-0.1111,3.9543,1.8099,0.36148,7.0771,1.419,-0.0023974,0,0,0,0,0,0.79998,-2.9649e-05
8337,19402,2.0156,7,1,-0.11092,3.9542,1.8099,0.36151,7.0771,1.4192,-0.0024299,0,0,0,0,0,0.79997,-6.0506e-05
8338,19403,3.0312,7,1,-0.11092,3.9538,1.8099,0.36154,7.0771,1.4193,-0.0024947,0,0,0,0,0,0.79995,-9.1845e-05
8339,19404,4.0469,7,1,-0.11092,3.9537,1.8099,0.36158,7.0771,1.4194,-0.002527,0,0,0,0,0,0.79993,-0.0001232
8340,19405,5.0626,7,1,-0.83413,3.891,1.8099,0.36161,7.0771,1.4196,-0.012668,0,0,0,0,0,0.79992,-0.00015929
8341,19406,6.0781,7,1,-0.83431,3.8751,1.8099,0.36185,7.0771,1.4205,-0.01581,0,0,0,0,0,0.79979,-0.00039462
8342,19407,7.0781,7,1,-0.83413,3.873,1.8099,0.36208,7.0771,1.4214,-0.016167,0,0,0,0,0,0.79967,-0.00062636
8343,19408,8.0936,7,1,-0.83431,3.8714,1.8099,0.36231,7.0771,1.4223,-0.016458,0,0,0,0,0,0.79954,-0.00086171
8344,19409,9.1093,7,1,-0.83431,3.8701,1.8099,0.36255,7.0771,1.4232,-0.016685,0,0,0,0,0,0.79942,-0.0010971
8345,19410,10.109,7,1,-0.6666,3.8848,1.8099,0.36278,7.0771,1.4241,0.0018791,0,0,0,0,0,0.7993,-0.0013256
8346,19411,11.109,7,1,-0.66678,3.8856,1.8099,0.36296,7.0771,1.4248,0.0024622,0,0,0,0,0,0.7992,-0.0015108
8347,19412,12.125,7,1,-0.66696,3.885,1.8099,0.36315,7.0771,1.4255,0.0026567,0,0,0,0,0,0.7991,-0.001699
8348,19413,13.14,7,1,-0.66696,3.8842,1.8099,0.36334,7.0771,1.4263,0.0028186,0,0,0,0,0,0.799,-0.0018871
8349,19414,14.156,7,1,-0.66678,3.8837,1.8099,0.36353,7.0771,1.427,0.0029482,0,0,0,0,0,0.7989,-0.0020752
8350,19415,15.156,7,1,-1.0002,3.85,1.8099,0.36372,7.0771,1.4277,-0.00716,0,0,0,0,0,0.7988,-0.0022685
8351,19416,16.172,7,1,-1,3.8461,1.8099,0.364,7.0771,1.4288,-0.0077756,0,0,0,0,0,0.79865,-0.0025506
8352,19417,17.187,7,1,-1.0002,3.8445,1.8099,0.36429,7.0771,1.4299,-0.0080024,0,0,0,0,0,0.7985,-0.0028327
8353,19418,18.187,7,1,-1.0002,3.8432,1.8099,0.36456,7.0771,1.431,-0.0080996,0,0,0,0,0,0.79835,-0.0031105
8354,19419,19.203,7,1,-1.0002,3.8419,1.8099,0.36485,7.0771,1.4321,-0.0082292,0,0,0,0,0,0.7982,-0.0033927
8355,19420,20.203,7,1,-1,3.8409,1.8099,0.36512,7.0771,1.4331,-0.0011015,0,0,0,0,0,0.79805,-0.0036705
8356,19421,21.218,7,1,-1.0002,3.8398,1.8099,0.3654,7.0771,1.4342,-0.00097198,0,0,0,0,0,0.79791,-0.0039526
8357,19422,22.234,7,1,-1,3.8388,1.8099,0.36569,7.0771,1.4353,-0.00087476,0,0,0,0,0,0.79776,-0.0042348
8358,19423,23.25,7,1,-1.0002,3.8379,1.8099,0.36597,7.0771,1.4364,-0.00087476,0,0,0,0,0,0.79761,-0.0045169
8359,19424,24.265,7,1,-1,3.8369,1.8099,0.36625,7.0771,1.4375,-0.00084238,0,0,0,0,0,0.79746,-0.0047991
8360,19425,25.265,7,1,-1.0002,3.8359,1.8099,0.36653,7.0771,1.4385,-0.00080996,0,0,0,0,0,0.79731,-0.0050769
8361,19426,26.281,7,1,-1.0004,3.8348,1.8099,0.36681,7.0771,1.4396,-0.00077753,0,0,0,0,0,0.79716,-0.0053591
8362,19427,27.297,7,1,-1,3.8343,1.8099,0.36709,7.0771,1.4407,-0.0006804,0,0,0,0,0,0.79701,-0.0056412
8363,19428,28.312,7,1,-1.0002,3.8332,1.8099,0.36738,7.0771,1.4418,-0.00071278,0,0,0,0,0,0.79686,-0.0059234
8364,19429,29.328,7,1,-1.0002,3.8325,1.8099,0.36766,7.0771,1.4429,-0.0006804,0,0,0,0,0,0.79671,-0.0062055
8365,19430,30.343,7,1,-1.0002,3.8317,1.8099,0.36794,7.0771,1.4439,-0.00068035,0,0,0,0,0,0.79656,-0.0064877
8366,19431,31.359,7,1,-1,3.831,1.8099,0.36822,7.0771,1.445,-0.0006156,0,0,0,0,0,0.79641,-0.0067699
8367,19432,32.375,7,1,-1.0004,3.8301,1.8099,0.3685,7.0771,1.4461,-0.00064797,0,0,0,0,0,0.79626,-0.007052
8368,19433,33.39,7,1,-1.0002,3.8293,1.8099,0.36879,7.0771,1.4472,-0.00064793,0,0,0,0,0,0.79611,-0.0073342
8369,19434,34.406,7,1,-1.0002,3.8286,1.8099,0.36907,7.0771,1.4483,-0.00064797,0,0,0,0,0,0.79596,-0.0076163
8370,19435,35.421,7,1,-0.83449,3.8453,1.8099,0.36933,7.0771,1.4493,0.0028511,0,0,0,0,0,0.79582,-0.0078823
8371,19436,36.437,7,1,-0.83431,3.8453,1.8099,0.36957,7.0771,1.4502,0.003013,0,0,0,0,0,0.7957,-0.0081177
8372,19437,37.453,7,1,-0.83431,3.845,1.8099,0.36981,7.0771,1.4511,0.0031102,0,0,0,0,0,0.79557,-0.008353
8373,19438,38.453,7,1,-0.83413,3.845,1.8099,0.37004,7.0771,1.452,0.0032722,0,0,0,0,0,0.79545,-0.0085848
8374,19439,39.468,7,1,-0.83413,3.8445,1.8099,0.37027,7.0771,1.4529,-0.00016198,0,0,0,0,0,0.79533,-0.0088201
8375,19440,40.484,7,1,-0.83431,3.844,1.8099,0.37051,7.0771,1.4538,-0.00029159,0,0,0,0,0,0.7952,-0.0090555
8376,19442,41.499,7,1,-0.83431,3.8437,1.8099,0.37074,7.0771,1.4547,-0.00029159,0,0,0,0,0,0.79508,-0.0092909
