Actual,Predicted
1.0,0.9856416
0.9810391898724424,0.9719448
0.962866959726856,0.9639583
0.9502240149773228,0.9448086
0.8955174321098135,0.88666046
0.8148155362671945,0.82743865
0.7425877885547623,0.7323654
0.6174459792480422,0.6394476
0.5825803077083497,0.6169403
0.5382230535659183,0.53227705
0.4959625298946101,0.4844696
0.4407644919283096,0.44129774
0.4067297359729926,0.4309915
0.3937865521814611,0.3995019
0.342569274071259,0.38946462
0.3302604314286169,0.37664178
0.3059086162315321,0.36669403
0.293056512211834,0.33220106
0.2330218239551378,0.27709723
0.1331202733215959,0.20982914
1.0,0.9781679
0.9561172283789208,0.96182096
0.9447165397054964,0.9540241
0.9276081108383912,0.9411669
0.9169206535817692,0.9359005
0.9040452708798302,0.9111466
0.8662902941641509,0.8968877
0.8531557419360232,0.8817386
0.83414263308523,0.8716678
0.8230328498173765,0.85420126
0.7854193570466943,0.82791364
0.7684347020357827,0.81644624
0.7504334429156065,0.7980877
0.7379209954358987,0.79236186
0.7229081240545329,0.7559549
0.6843378405807308,0.74367183
0.6718038792281812,0.72676784
0.6505259684298516,0.7144349
0.6381378626100549,0.7007968
0.6124658229378868,0.6503341
0.5829788235251946,0.6326804
0.5650302462497403,0.6025381
0.5497453153212672,0.5918845
0.5383051121326915,0.5437429
0.4997690739025731,0.5175331
0.4819844057997348,0.495907
0.460638757475678,0.47512147
0.4490059862262917,0.47099456
0.4329085486882446,0.43205166
0.3862228126176511,0.4246484
0.3741627231518916,0.40781963
0.3553517437777038,0.4020164
0.3451979322084291,0.3788932
0.2977192484687071,0.36054182
0.2818955342772863,0.3513272
0.263441758567647,0.33303103
0.2503999575020956,0.32472667
0.2366195678570256,0.296459
0.1929236983623152,0.28187975
0.1747024409047363,0.27241832
0.1557619692647972,0.26606154
0.1428237750316013,0.2439596
0.097712682019407,0.20957641
0.0789560487398559,0.19226176
0.0574431365448374,0.18085891
0.0420747256430383,0.1722505
1.0,0.98830587
0.9788910918325496,0.9654377
0.9309559541110342,0.9433311
0.8881676215973453,0.91175693
0.866032253355755,0.8861379
0.8458632299436265,0.8708833
0.8164457252704387,0.832611
0.7747145067499844,0.7990753
0.7302943305146039,0.7637316
0.705904289013893,0.7459401
0.6867580931164481,0.7261041
0.640350456390153,0.67266625
0.612134180692214,0.62728804
0.5679278541407127,0.57363087
0.534262347033468,0.5463579
0.5182549982411088,0.49311796
0.463525730001704,0.45739552
0.4484029995966814,0.4223517
0.3982610661100249,0.4004803
0.367610146326162,0.39885795
0.3500148161167443,0.37036696
0.2954090289947561,0.34537095
0.2767470831187778,0.30376562
0.2135150146934886,0.29013976
0.1951508247394596,0.2736635
0.1757094678122365,0.24181482
0.1135929424829143,0.19569416
0.0572477695149877,0.17803183
0.0322827633321071,0.14790906
1.0,0.98620594
0.9589244190518532,0.96576643
0.9483421524480532,0.95950174
0.9323006073482856,0.94420695
0.9222982854456484,0.9405296
0.9102370346225972,0.9212477
0.8749303126716235,0.9024608
0.8626349216229422,0.8876667
0.8447730517506693,0.8767802
0.8343607071669566,0.8646771
0.7991082277502932,0.8365141
0.7832372780417534,0.82503796
0.7663366705822957,0.80474436
0.7545973576869283,0.7999973
0.7405090499330814,0.7695346
0.7044045535498955,0.7529776
0.69269171338264,0.7382
0.6727128688116134,0.7255151
